,imdb_title_id,title,year,genre,duration,country,language,director,production_company,budget,usa_gross_income,worlwide_gross_income,Real GDP (trillions $),GDP Growth Rate %
1262,tt0131704,The Adventures of Rocky & Bullwinkle,2000,"Animation, Adventure, Comedy",92,"USA, Germany, South Korea, India, Canada",English,Des McAnuff,Capella International,76000000,26005820,35134820,13.131,4.1
1263,tt0131857,BASEketball,1998,"Comedy, Sport",103,USA,English,David Zucker,Zucker Brothers Productions,25000000,7027290,7027290,12.038,4.5
1264,tt0132245,Driven,2001,"Action, Drama, Sport",116,"USA, Canada, Australia","English, German, Spanish",Renny Harlin,Franchise Pictures,94000000,32720065,54744738,13.262,1.0
1265,tt0132347,Mystery Men,1999,"Action, Comedy, Fantasy",121,USA,English,Kinka Usher,Universal Pictures,68000000,29762011,33461011,12.611,4.8
1266,tt0132477,October Sky,1999,"Biography, Drama, Family",108,USA,English,Joe Johnston,Universal Pictures,25000000,32570685,34698685,12.611,4.8
1267,tt0132512,At First Sight,1999,"Drama, Romance",128,USA,English,Irwin Winkler,Metro-Goldwyn-Mayer (MGM),60000000,22365133,22365133,12.611,4.8
1268,tt0133046,Teaching Mrs. Tingle,1999,"Comedy, Thriller",96,USA,English,Kevin Williamson,Miramax,13000000,8951935,8951935,12.611,4.8
1269,tt0133093,The Matrix,1999,"Action, Sci-Fi",136,USA,English,"Lana Wachowski, Lilly Wachowski",Warner Bros.,63000000,171479930,465343787,12.611,4.8
1270,tt0133152,Planet of the Apes,2001,"Action, Adventure, Sci-Fi",119,USA,English,Tim Burton,Twentieth Century Fox,100000000,180011740,362211740,13.262,1.0
1271,tt0133240,Treasure Planet,2002,"Animation, Adventure, Family",95,USA,English,"Ron Clements, John Musker",Walt Disney Feature Animation,140000000,38176783,110041363,13.493,1.7
1272,tt0133412,Best Laid Plans,1999,"Crime, Drama, Thriller",92,USA,English,Mike Barker,Dogstar Films,7000000,27816,27816,12.611,4.8
1273,tt0133751,The Faculty,1998,"Horror, Sci-Fi",104,USA,English,Robert Rodriguez,Dimension Films,15000000,40283321,40283321,12.038,4.5
1274,tt0133952,The Siege,1998,"Action, Thriller",116,USA,"English, Arabic, Spanish",Edward Zwick,Twentieth Century Fox,70000000,40981289,116672912,12.038,4.5
1275,tt0134067,The Rugrats Movie,1998,"Animation, Adventure, Comedy",79,USA,English,"Igor Kovalyov, Norton Virgien",Paramount Pictures,24000000,100494675,140894675,12.038,4.5
1276,tt0134084,Scream 3,2000,"Horror, Mystery",116,USA,English,Wes Craven,Dimension Films,40000000,89143175,161834276,13.131,4.1
1277,tt0134119,The Talented Mr. Ripley,1999,"Crime, Drama, Thriller",139,USA,"English, Italian",Anthony Minghella,Miramax,40000000,81298265,128798265,12.611,4.8
1278,tt0134154,Ride with the Devil,1999,"Drama, Romance, War",138,USA,"English, German",Ang Lee,Universal Pictures,38000000,635096,635096,12.611,4.8
1279,tt0134273,8MM,1999,"Mystery, Thriller",123,"Germany, USA",English,Joel Schumacher,Columbia Pictures,40000000,36663315,96618699,12.611,4.8
1280,tt0134618,"Mystery, Alaska",1999,"Comedy, Drama, Sport",119,"Canada, USA",English,Jay Roach,Baldwin/Cohen Productions,28000000,8891623,8891623,12.611,4.8
1281,tt0134619,Disturbing Behavior,1998,"Horror, Mystery, Sci-Fi",84,"Australia, USA, Canada",English,David Nutter,Metro-Goldwyn-Mayer (MGM),15000000,17514980,17514980,12.038,4.5
1282,tt0134630,Duets,2000,"Comedy, Drama, Music",112,USA,English,Bruce Paltrow,Hollywood Pictures,21000000,4739023,6620242,13.131,4.1
1283,tt0134847,Pitch Black,2000,"Horror, Sci-Fi",109,"USA, Australia","English, Arabic",David Twohy,Polygram Filmed Entertainment,23000000,39240659,53187659,13.131,4.1
1284,tt0134983,Supernova,2000,"Horror, Sci-Fi, Thriller",90,"USA, Switzerland",English,Walter Hill,Hammerhead Productions,90000000,14230455,14828081,13.131,4.1
1285,tt0137338,200 Cigarettes,1999,"Comedy, Drama, Romance",101,USA,English,Risa Bramon Garcia,Dogstar Films,6000000,6852450,6852450,12.611,4.8
1286,tt0137363,Arlington Road,1999,"Crime, Drama, Thriller",117,USA,English,Mark Pellington,Screen Gems,31000000,24756177,41067311,12.611,4.8
1287,tt0137494,Entrapment,1999,"Action, Crime, Romance",113,"USA, UK, Germany",English,Jon Amiel,Twentieth Century Fox,66000000,87704396,212404396,12.611,4.8
1288,tt0137523,Fight Club,1999,Drama,139,"USA, Germany",English,David Fincher,Fox 2000 Pictures,63000000,37030102,101187217,12.611,4.8
1289,tt0138097,Shakespeare in Love,1998,"Comedy, Drama, History",123,"USA, UK",English,John Madden,Universal Pictures,25000000,100317794,289317794,12.038,4.5
1290,tt0138279,The 24 Hour Woman,1999,Comedy,93,USA,English,Nancy Savoca,"Dirt Road Productions, King City",2500000,109535,109535,12.611,4.8
1291,tt0138304,The Astronaut's Wife,1999,"Drama, Sci-Fi, Thriller",109,USA,English,Rand Ravich,New Line Cinema,75000000,10672566,19598588,12.611,4.8
1292,tt0138414,Edge of Seventeen,1998,"Comedy, Drama, Romance",99,USA,English,David Moreton,Blue Streak Films,700000,871759,871759,12.038,4.5
1293,tt0138510,Idle Hands,1999,"Comedy, Fantasy, Horror",92,USA,English,Rodman Flender,Columbia Pictures,25000000,4152230,4152230,12.611,4.8
1294,tt0138524,Intolerable Cruelty,2003,"Comedy, Crime, Romance",100,USA,"English, French","Joel Coen, Ethan Coen",Universal Pictures,60000000,35327628,119898783,13.879,2.9
1295,tt0138704,Pi,1998,"Drama, Horror, Mystery",84,USA,"English, Hebrew",Darren Aronofsky,Harvest Filmworks,60000,3221152,3221152,12.038,4.5
1296,tt0138749,The Road to El Dorado,2000,"Animation, Adventure, Comedy",89,USA,English,"Bibo Bergeron, Don Paul",DreamWorks Animation,95000000,50863742,76432727,13.131,4.1
1297,tt0138862,Taxman,1998,"Action, Comedy, Crime",104,USA,"English, Russian",Avi Nesher,Counterclock Productions,3500000,9871,9871,12.038,4.5
1298,tt0138946,The Yards,2000,"Crime, Drama, Romance",115,USA,"English, Spanish",James Gray,Miramax,24000000,889352,924036,13.131,4.1
1299,tt0138987,20 Dates,1998,"Biography, Comedy, Romance",87,USA,English,Myles Berkowitz,Phoenician Films,60000,541636,541636,12.038,4.5
1300,tt0139134,Cruel Intentions,1999,"Drama, Romance",97,USA,"English, Vietnamese, French",Roger Kumble,Columbia Pictures,10500000,38773785,76347426,12.611,4.8
1301,tt0139239,Go,1999,"Comedy, Crime",102,USA,English,Doug Liman,Columbia Pictures,20000000,16943454,28451622,12.611,4.8
1302,tt0139414,Lake Placid,1999,"Action, Comedy, Horror",82,USA,English,Steve Miner,Fox 2000 Pictures,35000000,31770414,56870414,12.611,4.8
1303,tt0139462,Message in a Bottle,1999,"Drama, Romance",126,USA,English,Luis Mandoki,Bel Air Entertainment,80000000,52880016,118880016,12.611,4.8
1304,tt0139615,Slam,1998,Drama,100,USA,English,Marc Levin,Off Line Entertainment Group,1000000,1009819,1009819,12.038,4.5
1305,tt0139654,Training Day,2001,"Crime, Drama, Thriller",122,USA,"English, Russian, Spanish, Korean, Greek",Antoine Fuqua,Warner Bros.,45000000,76631907,104876233,13.262,1.0
1306,tt0139668,True Crime,1999,"Crime, Drama, Mystery",127,USA,English,Clint Eastwood,Warner Bros.,55000000,16649768,16649768,12.611,4.8
1307,tt0139699,Varsity Blues,1999,"Comedy, Drama, Romance",106,USA,English,Brian Robbins,MTV Films,16000000,52894169,54294169,12.611,4.8
1308,tt0139809,The Thirteenth Floor,1999,"Mystery, Sci-Fi, Thriller",100,"USA, Germany",English,Josef Rusnak,Columbia Pictures,16000000,11916661,18564088,12.611,4.8
1309,tt0140352,The Insider,1999,"Biography, Drama, Thriller",157,USA,"English, Japanese, Arabic, Persian",Michael Mann,Touchstone Pictures,90000000,29089912,60289912,12.611,4.8
1310,tt0140379,A Midsummer Night's Dream,1999,"Comedy, Fantasy, Romance",116,"UK, Italy, USA","English, Italian, Latin",Michael Hoffman,Fox Searchlight Pictures,11000000,16071990,16071990,12.611,4.8
1311,tt0140397,Mumford,1999,"Comedy, Drama",112,USA,English,Lawrence Kasdan,Touchstone Pictures,28000000,4555459,4555459,12.611,4.8
1312,tt0140688,Whatever,1998,Drama,112,"France, USA","French, English",Susan Skoog,Anyway Productions,1000000,307037,307037,12.038,4.5
1313,tt0141098,Forces of Nature,1999,"Comedy, Romance",105,USA,English,Bronwen Hughes,DreamWorks,75000000,52900680,93900680,12.611,4.8
1314,tt0141109,Jack Frost,1998,"Comedy, Drama, Family",101,USA,English,Troy Miller,Warner Bros.,85000000,34562556,34562556,12.038,4.5
1315,tt0141369,Inspector Gadget,1999,"Action, Adventure, Comedy",78,USA,"English, Norwegian, French, Spanish",David Kellogg,Walt Disney Pictures,90000000,97403112,134403112,12.611,4.8
1316,tt0141399,Isn't She Great,2000,"Biography, Comedy, Drama",95,"UK, Germany, Canada, Japan, USA",English,Andrew Bergman,British Broadcasting Corporation (BBC),44000000,2962465,3003296,13.131,4.1
1317,tt0141907,Town & Country,2001,"Comedy, Romance",104,USA,English,Peter Chelsom,New Line Cinema,90000000,6719973,10372291,13.262,1.0
1318,tt0141926,U-571,2000,"Action, War",116,"France, USA","English, German",Jonathan Mostow,Universal Pictures,62000000,77122415,127666415,13.131,4.1
1319,tt0142192,The Corruptor,1999,"Action, Crime, Drama",110,USA,"English, Cantonese",James Foley,New Line Cinema,25000000,15164492,24493601,12.611,4.8
1320,tt0142201,Crazy in Alabama,1999,"Comedy, Crime, Drama",111,"Germany, USA",English,Antonio Banderas,Columbia Pictures,15000000,2005840,2005840,12.611,4.8
1321,tt0142342,Big Daddy,1999,"Comedy, Drama",93,USA,"English, Italian",Dennis Dugan,Jack Giarraputo Productions,34200000,163479795,234801895,12.611,4.8
1322,tt0142688,The Ninth Gate,1999,"Mystery, Thriller",133,"France, Spain, USA","English, French, Latin, Portuguese, Spanish",Roman Polanski,Artisan Entertainment,38000000,18661336,58401898,12.611,4.8
1323,tt0143145,The World Is Not Enough,1999,"Action, Adventure, Thriller",128,"UK, USA","English, Russian, Spanish",Michael Apted,Danjaq,135000000,126943684,361832400,12.611,4.8
1324,tt0143746,Molly,1999,"Comedy, Drama, Romance",102,USA,English,John Duigan,Absolute Entertainment (II),21000000,17650,17650,12.611,4.8
1325,tt0143874,Shattered Image,1998,"Crime, Drama, Fantasy",102,"USA, Canada, UK",English,Raoul Ruiz,Fireworks Entertainment,7500000,106116,106116,12.038,4.5
1326,tt0144084,American Psycho,2000,"Crime, Drama",101,"USA, Canada","English, Spanish, Cantonese",Mary Harron,Am Psycho Productions,7000000,15070285,34266564,13.131,4.1
1327,tt0144117,The Boondock Saints,1999,"Action, Crime, Thriller",108,"USA, Canada","English, Spanish, Papiamento, Russian, Latin",Troy Duffy,Franchise Pictures,6000000,30471,30471,12.611,4.8
1328,tt0144120,Bride of Chucky,1998,"Comedy, Horror",89,"USA, Canada",English,Ronny Yu,Midwinter Productions Inc.,25000000,32400658,50688658,12.038,4.5
1329,tt0144142,Committed,2000,"Comedy, Drama",98,USA,"English, Spanish",Lisa Krueger,Miramax,3000000,40361,40361,13.131,4.1
1330,tt0144168,Dick,1999,Comedy,94,"France, Canada, USA",English,Andrew Fleming,Canal+ Droits Audiovisuels,13000000,6262878,6262878,12.611,4.8
1331,tt0144214,The General's Daughter,1999,"Crime, Drama, Mystery",116,"USA, Germany",English,Simon West,Paramount Pictures,95000000,102705852,149705852,12.611,4.8
1332,tt0144528,Nutty Professor II: The Klumps,2000,"Comedy, Romance, Sci-Fi",106,USA,English,Peter Segal,Universal Pictures,84000000,123309890,166339890,13.131,4.1
1333,tt0144608,Sinbad: Beyond the Veil of Mists,2000,"Action, Animation",85,"India, USA",English,"Evan Ricks, Alan Jacobs",Archer Entertainment Group,30000000,29245,29245,13.131,4.1
1334,tt0144637,Tequila Body Shots,1999,"Comedy, Horror, Thriller",97,USA,English,Tony Shyu,Showtown Films Inc.,1700000,9037,9037,12.611,4.8
1335,tt0144640,Three to Tango,1999,"Comedy, Romance",98,"Australia, USA",English,Damon Santostefano,Warner Bros.,20000000,10570375,10570375,12.611,4.8
1336,tt0144814,The Rage: Carrie 2,1999,"Horror, Sci-Fi, Thriller",104,USA,English,"Katt Shea, Robert Mandel",United Artists,21000000,17762705,17762705,12.611,4.8
1337,tt0144964,Highlander: Endgame,2000,"Action, Adventure, Fantasy",87,"UK, USA, Luxembourg","English, French, Scottish Gaelic",Douglas Aarniokoski,Davis-Panzer Productions,25000000,12811858,15843608,13.131,4.1
1338,tt0145487,Spider-Man,2002,"Action, Adventure, Sci-Fi",121,USA,English,Sam Raimi,Columbia Pictures,139000000,407022860,825025036,13.493,1.7
1339,tt0145531,Stigmata,1999,Horror,103,"USA, Mexico","English, Assyrian Neo-Aramaic, Portuguese, Italian, Aramaic",Rupert Wainwright,Metro-Goldwyn-Mayer (MGM),29000000,50046268,89446268,12.611,4.8
1340,tt0145653,Angela's Ashes,1999,Drama,145,"USA, Ireland",English,Alan Parker,David Brown Productions,50000000,13042112,13042112,12.611,4.8
1341,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,"Action, Adventure, Comedy",95,USA,"English, German",Jay Roach,New Line Cinema,33000000,206040086,312016858,12.611,4.8
1342,tt0145681,The Bone Collector,1999,"Crime, Drama, Mystery",118,"USA, Canada",English,Phillip Noyce,Columbia Pictures,73000000,66518655,151493655,12.611,4.8
1343,tt0145734,Playing by Heart,1998,"Comedy, Drama, Romance",121,USA,"English, German",Willard Carroll,Hyperion Pictures,20000000,3970078,3970078,12.038,4.5
1344,tt0145893,Simply Irresistible,1999,"Comedy, Drama, Fantasy",96,"Germany, USA","English, French",Mark Tarlov,New Regency Pictures,6000000,4398989,4398989,12.611,4.8
1345,tt0146309,Thirteen Days,2000,"Drama, History, Thriller",145,USA,"English, Russian, Spanish, Romanian",Roger Donaldson,New Line Cinema,80000000,34592089,66579890,13.131,4.1
1346,tt0146316,Lara Croft: Tomb Raider,2001,"Action, Adventure, Fantasy",100,"USA, UK, Japan, Germany",English,Simon West,Paramount Pictures,115000000,131168070,274703340,13.262,1.0
1347,tt0146336,Urban Legend,1998,"Horror, Mystery, Thriller",99,"USA, Canada",English,Jamie Blanks,Phoenix Pictures,14000000,38072438,72527595,12.038,4.5
1348,tt0146675,End of Days,1999,"Action, Fantasy, Horror",122,USA,"English, Latin",Peter Hyams,Beacon Communications,100000000,66889043,211989043,12.611,4.8
1349,tt0146838,Any Given Sunday,1999,"Drama, Sport",162,USA,English,Oliver Stone,Warner Bros.,55000000,75530832,100230832,12.611,4.8
1350,tt0146882,High Fidelity,2000,"Comedy, Drama, Music",113,"UK, USA","English, Danish",Stephen Frears,Touchstone Pictures,30000000,27287137,47126295,13.131,4.1
1351,tt0146984,The Legend of Bagger Vance,2000,"Drama, Fantasy, Sport",126,USA,English,Robert Redford,Twentieth Century Fox,80000000,30919168,39459427,13.131,4.1
1352,tt0147612,Happiness,1998,"Comedy, Drama",134,USA,"English, Russian",Todd Solondz,Good Machine,2200000,2982011,2982011,12.038,4.5
1353,tt0147800,10 Things I Hate About You,1999,"Comedy, Drama, Romance",97,USA,"English, French",Gil Junger,Touchstone Pictures,30000000,38178166,53478166,12.611,4.8
1354,tt0149261,Deep Blue Sea,1999,"Action, Adventure, Sci-Fi",105,"USA, Mexico","English, Spanish",Renny Harlin,Warner Bros.,60000000,73648142,164648142,12.611,4.8
1355,tt0149367,Where the Money Is,2000,"Drama, Comedy, Crime",89,"Germany, USA, UK, Canada",English,Marek Kanievska,Gramercy Pictures (I),28000000,5661798,7450414,13.131,4.1
1356,tt0149624,All the Pretty Horses,2000,"Drama, Romance, Western",116,USA,"English, Spanish",Billy Bob Thornton,Columbia Pictures,57000000,15540353,18133495,13.131,4.1
1357,tt0149691,Anywhere But Here,1999,"Comedy, Drama",114,USA,English,Wayne Wang,Fox 2000 Pictures,23000000,18670401,23631929,12.611,4.8
1358,tt0150216,Cradle Will Rock,1999,Drama,132,USA,"English, Italian",Tim Robbins,Cradle Productions Inc.,36000000,2903404,2986932,12.611,4.8
1359,tt0150377,Double Jeopardy,1999,"Crime, Drama, Mystery",105,"USA, Germany, Canada",English,Bruce Beresford,Paramount Pictures,70000000,116741558,177841558,12.611,4.8
1360,tt0151738,Never Been Kissed,1999,"Comedy, Drama, Romance",107,USA,English,Raja Gosnell,Fox 2000 Pictures,25000000,55474756,84565230,12.611,4.8
1361,tt0151804,Office Space,1999,Comedy,89,USA,English,Mike Judge,Twentieth Century Fox,10000000,10827810,10827810,12.611,4.8
1362,tt0155197,Speedway Junky,1999,"Crime, Drama, Romance",105,"USA, Israel",English,Nickolas Perry,Magic Entertainment Inc.,1000000,17246,17246,12.611,4.8
1363,tt0155267,The Thomas Crown Affair,1999,"Crime, Romance, Thriller",113,USA,"English, German, Polish, French",John McTiernan,United Artists,48000000,69305181,124305181,12.611,4.8
1364,tt0155711,Flawless,1999,"Comedy, Crime, Drama",112,USA,English,Joel Schumacher,Tribeca Productions,15000000,4488529,4488529,12.611,4.8
1365,tt0155753,I'll Be Home for Christmas,1998,"Comedy, Family",86,"USA, Canada",English,Arlene Sanford,Walt Disney Pictures,30000000,12214338,12214338,12.038,4.5
1366,tt0155776,Jawbreaker,1999,"Comedy, Crime, Thriller",87,USA,English,Darren Stein,Crossroads Films,3500000,3117085,3117085,12.611,4.8
1367,tt0155975,Psycho,1998,"Horror, Mystery, Thriller",105,USA,English,Gus Van Sant,Universal Pictures,60000000,21485655,37170655,12.038,4.5
1368,tt0156096,Spring Forward,1999,Drama,110,USA,English,Tom Gilroy,Journeyman Pictures,2000000,117471,117471,12.611,4.8
1369,tt0156323,Screwed,2000,"Comedy, Crime",81,USA,English,"Scott Alexander, Larry Karaszewski",Universal Pictures,10000000,7027345,7201701,13.131,4.1
1370,tt0156639,The Big Tease,1999,Comedy,86,"UK, USA",English,Kevin Allen,Warner Bros.,4000000,187152,187152,12.611,4.8
1371,tt0156812,My Dog Skip,2000,"Comedy, Drama, Family",95,USA,"English, German",Jay Russell,Alcon Entertainment,6000000,34134641,35547761,13.131,4.1
1372,tt0156841,The Next Best Thing,2000,"Comedy, Drama, Romance",108,USA,"English, French",John Schlesinger,Lakeshore Entertainment,25000000,14990582,24362772,13.131,4.1
1373,tt0156934,Random Hearts,1999,"Drama, Mystery, Romance",133,USA,English,Sydney Pollack,Columbia Pictures,64000000,31502583,74608570,12.611,4.8
1374,tt0157472,Clockstoppers,2002,"Action, Adventure, Comedy",94,USA,English,Jonathan Frakes,Paramount Pictures,26000000,36989956,38793283,13.493,1.7
1375,tt0157503,Drop Dead Gorgeous,1999,"Comedy, Romance, Thriller",97,"Germany, USA",English,Michael Patrick Jann,New Line Cinema,15000000,10571408,10571408,12.611,4.8
1376,tt0157913,La Cucaracha,1998,"Comedy, Crime, Drama",95,USA,"English, Spanish",Jack Perez,7.23 Productions,3000000,14692,14692,12.038,4.5
1377,tt0158371,Sweet and Lowdown,1999,"Comedy, Drama, Music",95,USA,English,Woody Allen,Sweetland Films,29750000,4197015,4525794,12.611,4.8
1378,tt0158493,Belly,1998,"Crime, Drama",96,"Jamaica, USA",English,Hype Williams,Big Dog Films,3000000,9639390,9639390,12.038,4.5
1379,tt0158583,Deterrence,1999,"Drama, Thriller",104,"France, USA",English,Rod Lurie,Battleplan Productions,800000,145071,145071,12.611,4.8
1380,tt0158622,The Flintstones in Viva Rock Vegas,2000,"Comedy, Family, Romance",90,USA,English,Brian Levant,Universal Pictures,83000000,35268275,59468275,13.131,4.1
1381,tt0158811,Muppets from Space,1999,"Adventure, Comedy, Family",87,USA,English,Tim Hill,Jim Henson Pictures,24000000,16625807,22323612,12.611,4.8
1382,tt0158983,"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy, Fantasy",81,USA,English,Trey Parker,Scott Rudin Productions,21000000,52037603,83137603,12.611,4.8
1383,tt0159097,The Virgin Suicides,1999,"Drama, Romance",97,USA,English,Sofia Coppola,American Zoetrope,9000000,4906229,10409377,12.611,4.8
1384,tt0159273,Behind Enemy Lines,2001,"Action, Drama, Thriller",106,USA,"English, Serbo-Croatian, Spanish, Czech",John Moore,Twentieth Century Fox,40000000,58856790,91753202,13.262,1.0
1385,tt0159365,Cold Mountain,2003,"Adventure, Drama, History",154,"UK, Italy, Romania, USA",English,Anthony Minghella,Miramax,79000000,95636509,173013509,13.879,2.9
1386,tt0159373,Cotton Mary,1999,Drama,124,"France, UK, USA",English,"Ismail Merchant, Madhur Jaffrey",Merchant Ivory Productions,3500000,299432,299432,12.611,4.8
1387,tt0159421,The Adventures of Elmo in Grouchland,1999,"Adventure, Comedy, Family",73,"USA, Germany",English,Gary Halvorson,Jim Henson Pictures,26000000,11683047,11683047,12.611,4.8
1388,tt0160009,The Art of War,2000,"Action, Adventure, Crime",117,"USA, Canada",English,Christian Duguay,Morgan Creek Entertainment,60000000,30208599,40400425,13.131,4.1
1389,tt0160127,Charlie's Angels,2000,"Action, Adventure, Comedy",98,"USA, Germany","English, German, Finnish, Japanese, Cantonese",McG,Columbia Pictures,93000000,125305545,264105545,13.131,4.1
1390,tt0160184,D-Tox,2002,"Crime, Horror, Mystery",96,"Germany, USA",English,Jim Gillespie,Universal Pictures,55000000,79161,6632383,13.493,1.7
1391,tt0160216,A Dog of Flanders,1999,"Family, Drama",100,USA,English,Kevin Brodie,Stonelock Pictures,7000000,2165637,2165637,12.611,4.8
1392,tt0160236,Dudley Do-Right,1999,"Comedy, Family, Romance",77,USA,English,Hugh Wilson,Universal Pictures,70000000,9974410,9974410,12.611,4.8
1393,tt0160298,Trippin',1999,Comedy,94,USA,English,David Raynr,Beacon Communications,3000000,9017070,9017070,12.611,4.8
1394,tt0160338,Guinevere,1999,"Drama, Romance",104,USA,English,Audrey Wells,Miramax,2600000,632283,635680,12.611,4.8
1395,tt0160399,Impostor,2001,"Drama, Mystery, Sci-Fi",95,USA,English,Gary Fleder,Dimension Films,30000000,6285176,8694320,13.262,1.0
1396,tt0160401,In Too Deep,1999,"Crime, Thriller, Drama",95,USA,English,Michael Rymer,Dimension Films,7000000,14011454,14011454,12.611,4.8
1397,tt0160429,The King and I,1999,"Animation, Family, Fantasy",87,USA,English,Richard Rich,Morgan Creek Entertainment,25000000,11993021,11993021,12.611,4.8
1398,tt0160484,Lost Souls,2000,"Drama, Horror, Thriller",97,USA,English,Janusz Kaminski,Prufrock Pictures,50000000,16815253,31355910,13.131,4.1
1399,tt0160498,Luminarias,1999,"Comedy, Romance",100,USA,English,JosĂ„â€šĂ‚Â© Luis Valenzuela,July Street Entertainment,1000000,292309,292309,12.611,4.8
1400,tt0160797,Rules of Engagement,2000,"Drama, Thriller, War",128,"UK, Germany, Canada, USA","English, Arabic",William Friedkin,Paramount Pictures,60000000,61335230,71732303,13.131,4.1
1401,tt0160862,She's All That,1999,"Comedy, Romance",95,USA,English,Robert Iscove,Miramax,10000000,63366989,103166989,12.611,4.8
1402,tt0160916,The Story of Us,1999,"Comedy, Drama, Romance",95,USA,"English, Italian",Rob Reiner,Castle Rock Entertainment,50000000,27100031,58900031,12.611,4.8
1403,tt0161023,Tumbleweeds,1999,"Drama, Comedy",102,USA,English,Gavin O'Connor,Spanky Pictures,312000,1350248,1350248,12.611,4.8
1404,tt0161081,What Lies Beneath,2000,"Drama, Fantasy, Horror",130,USA,English,Robert Zemeckis,DreamWorks,100000000,155464351,291420351,13.131,4.1
1405,tt0161083,What's the Worst That Could Happen?,2001,"Comedy, Crime",94,USA,"English, American Sign Language",Sam Weisman,Metro-Goldwyn-Mayer (MGM),60000000,32269834,38464131,13.262,1.0
1406,tt0161100,The Wood,1999,"Comedy, Drama, Romance",106,USA,English,Rick Famuyiwa,Bona Fide Productions,6000000,25059640,25059640,12.611,4.8
1407,tt0161942,Revelation,1999,"Action, Drama, Horror",98,"USA, Canada",English,AndrĂ„â€šĂ‚Â© van Heerden,Jack Van Impe Ministries,1500000,206755,206755,12.611,4.8
1408,tt0162222,Cast Away,2000,"Adventure, Drama, Romance",143,USA,"English, Russian",Robert Zemeckis,Twentieth Century Fox,90000000,233632142,429632142,13.131,4.1
1409,tt0162346,Ghost World,2001,"Comedy, Drama",111,"USA, UK, Germany",English,Terry Zwigoff,United Artists,7000000,6217849,8764007,13.262,1.0
1410,tt0162348,Goat on Fire and Smiling Fish,1999,"Comedy, Romance",90,USA,English,Kevin Jordan,One Sock Productions,40000,278492,278492,12.611,4.8
1411,tt0162360,"Happy, Texas",1999,"Comedy, Crime, Romance",98,USA,English,Mark Illsley,Marked Entertainment,2500000,1955933,1955933,12.611,4.8
1412,tt0162650,Shaft,2000,"Action, Crime, Thriller",99,"Germany, USA","English, German, Spanish",John Singleton,Paramount Pictures,46000000,70334258,107626125,13.131,4.1
1413,tt0162661,Sleepy Hollow,1999,"Fantasy, Horror, Mystery",105,"Germany, USA","English, Latin",Tim Burton,Paramount Pictures,100000000,101071502,206071502,12.611,4.8
1414,tt0162677,Summer of Sam,1999,"Crime, Drama, Romance",142,USA,"English, Italian",Spike Lee,Touchstone Pictures,22000000,19288130,19288130,12.611,4.8
1415,tt0162710,Trick,1999,"Comedy, Music, Romance",89,USA,English,Jim Fall,Good Machine,450000,2087228,2087228,12.611,4.8
1416,tt0162830,Twin Falls Idaho,1999,Drama,111,USA,English,Michael Polish,Free Range Films,500000,985341,985341,12.611,4.8
1417,tt0162838,Three Days of Rain,2002,Drama,98,USA,English,Michael Meredith,Hillstrom Entertainment,3500000,2841,2841,13.493,1.7
1418,tt0162983,Hanging Up,2000,"Comedy, Drama",94,"Germany, USA",English,Diane Keaton,Columbia Pictures,60000000,36050230,51880044,13.131,4.1
1419,tt0163025,Jurassic Park III,2001,"Action, Adventure, Sci-Fi",92,USA,"English, Spanish",Joe Johnston,Universal Pictures,93000000,181171875,368780809,13.262,1.0
1420,tt0163187,Runaway Bride,1999,"Comedy, Romance",116,USA,English,Garry Marshall,Paramount Pictures,70000000,152257509,309460292,12.611,4.8
1421,tt0163579,Chill Factor,1999,"Action, Adventure, Comedy",102,USA,English,Hugh Johnson,Morgan Creek Entertainment,70000000,11263966,11788676,12.611,4.8
1422,tt0163651,American Pie,1999,Comedy,95,USA,English,"Paul Weitz, Chris Weitz",Universal Pictures,11000000,102561004,235483004,12.611,4.8
1423,tt0163676,The In Crowd,2000,"Drama, Mystery, Thriller",105,USA,English,Mary Lambert,Morgan Creek Entertainment,24000000,5280035,5280035,13.131,4.1
1424,tt0163978,The Beach,2000,"Adventure, Drama, Romance",119,"USA, UK","English, French, Swedish, Thai, Serbian",Danny Boyle,Figment Films,50000000,39785027,144056873,13.131,4.1
1425,tt0163983,Bless the Child,2000,"Crime, Drama, Horror",107,"USA, Germany",English,Chuck Russell,Paramount Pictures,65000000,29381494,40443010,13.131,4.1
1426,tt0163984,"Blood, Guts, Bullets and Octane",1998,"Action, Comedy, Crime",87,USA,English,Joe Carnahan,Short Fuse Films,7300,15035,15035,12.038,4.5
1427,tt0163988,Bringing Out the Dead,1999,"Drama, Thriller",121,USA,English,Martin Scorsese,De Fina-Cappa,55000000,16797191,16797191,12.611,4.8
1428,tt0164003,City of Ghosts,2002,"Crime, Drama, Thriller",116,USA,"English, French, Khmer, Russian",Matt Dillon,United Artists,17500000,357197,1277187,13.493,1.7
1429,tt0164052,Hollow Man,2000,"Action, Horror, Sci-Fi",112,"USA, Germany",English,Paul Verhoeven,Columbia Pictures,95000000,73209340,190213455,13.131,4.1
1430,tt0164085,Limbo,1999,"Adventure, Drama, Thriller",126,USA,English,John Sayles,Green/Renzi,10000000,2160710,2160710,12.611,4.8
